Gene Symbol,Name,Entrez GeneId,Genome Location,Tier,Hallmark,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms
SMAD2,SMAD family member 2,4087,18:47808957-47930559,1,Yes,21.1,yes,,"colorectal carcinoma, hepatocellular carcinoma",,,E,Rec,TSG,"Mis, N",,,,"4087,ENSG00000175387.15,JV18-1,MADH2,MADR2,Q15796,SMAD2"
SMAD3,SMAD family member 3,4088,15:67065845-67195195,1,Yes,22.33,yes,,"colorectal carcinoma, oral squamous cell carcinoma",,,E,Rec,TSG,Mis,,,,"4088,ENSG00000166949.15,HsT17436,JV15-2,MADH3,P84022,SMAD3"
SMAD4,SMAD family member 4,4089,18:51030213-51085039,1,Yes,21.2,yes,yes,"colorectal, pancreatic, small intestine",gastrointestinal polyp,juvenile polyposis,E,Rec,TSG,"D, Mis, N, F",,,,"4089,DPC4,ENSG00000141646.13,MADH4,Q13485,SMAD4"
SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",6597,19:10960825-11062282,1,,13.2,yes,,"NSCLC, SCCOHT",,,E,Rec,TSG,"F, N, Mis, S",,,,"6597,BAF190,BRG1,ENSG00000127616.18,FLJ39786,P51532,SMARCA4,SNF2,SNF2-BETA,SNF2L4,SNF2LB,SWI2,hSNF2b"
SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",6598,22:23786963-23834505,1,,11.23,yes,yes,malignant rhabdoid,malignant rhabdoid,rhabdoid predisposition syndrome,M,Rec,TSG,"D, N, F, S",,,,"6598,BAF47,ENSG00000099956.19,Ini1,PPP1R144,RDT,SMARCB1,SNF5,SNF5L1,Sfh1p,Snr1,hSNFS"
SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",6605,17:40624962-40648864,1,,21.2,,yes,,meningioma,,O,Rec,TSG,"F, Mis, N",,,,"6605,BAF57,ENSG00000073584.19,Q969G3,SMARCE1"
SMO,smoothened homolog (Drosophila),6608,7:129188872-129213545,1,,32.1,yes,,skin basal cell,,,E,Dom,oncogene,Mis,,,,"6608,ENSG00000128602.9,FZD11,Q99835,SMO,SMOH"
SND1,staphylococcal nuclease and tudor domain containing 1,27044,7:127652180-128092607,1,,32.1,yes,,pancreas acinar carcinoma,,,E,Dom,"oncogene, fusion",T,BRAF,,,"27044,ENSG00000197157.10,Q7KZF4,SND1,TDRD11,p100"
SOCS1,suppressor of cytokine signaling 1,8651,16:11254417-11256200,1,,13.13,yes,,"Hodgkin lymphoma, PMBL",,,L,Rec,TSG,"F, O",,,,"8651,Cish1,ENSG00000185338.5,JAB,SOCS-1,SOCS1,SSI-1,TIP3"
SOX2,SRY (sex determining region Y)-box 2,6657,3:181711924-181714436,1,,26.33,yes,,"NSCLC, oesophageal squamous carcinoma",,,E,Dom,oncogene,A,,yes,Microphthalmia and oesophageal atresia syndrome,"6657,ENSG00000181449.3,P48431,SOX2"
SPEN,spen family transcriptional repressor,23013,1:15847864-15940460,1,,36.21,yes,,"SMZL, adenoid cystic carcinoma, DLBCL",,,L,Rec,TSG,"F, Mis, N",,,,"23013,ENSG00000065526.10,KIAA0929,MINT,Q96T58,RBM15C,SHARP,SPEN"
SPOP,speckle type POZ protein,8405,17:49598884-49678110,1,Yes,21.33,yes,yes,"prostate, endometrial",prostate cancer,,E,Rec,TSG,Mis,,,,"8405,BTBD32,ENSG00000121067.17,O43791,SPOP,TEF2"
SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",6714,20:37346154-37406050,1,,11.23,yes,,"colorectal cancer, endometrial carcinoma",,,E,Dom,oncogene,"Mis, N",,,,"6714,ASV,ENSG00000197122.11,P12931,SRC,SRC1,c-src"
SRSF2,serine/arginine-rich splicing factor 2,6427,17:76734115-76737333,1,,25.1,yes,,"MDS, CLL",,,L,Dom,oncogene,Mis,,,,"6427,ENSG00000161547.16,PR264,Q01130,SC-35,SC35,SFRS2,SFRS2A,SRSF2"
SRSF3,serine/arginine-rich splicing factor 3,6428,6:36594368-36605600,1,,21.31,yes,,follicular lymphoma,,,L,Dom,"oncogene, fusion",T,BCL6,,,"6428,ENSG00000112081.16,P84103,SFRS3,SRSF3,SRp20"
SS18,"synovial sarcoma translocation, chromosome 18",6760,18:26016253-26090625,1,,11.2,yes,,synovial sarcoma,,,M,Dom,fusion,T,"SSX1,  SSX2, SSX4",,,"6760,ENSG00000141380.13,Q15532,SS18,SSXT,SYT"
SS18L1,synovial sarcoma translocation gene on chromosome 18-like 1,26039,20:62143795-62182484,1,,13.33,yes,,synovial sarcoma,,,M,Dom,fusion,T,SSX1,,,"26039,CREST,ENSG00000184402.14,KIAA0693,O75177,SS18L1"
SSX1,"synovial sarcoma, X breakpoint 1",6756,X:48255317-48267444,1,,11.23,yes,,synovial sarcoma,,,M,Dom,"oncogene, fusion",T,SS18,,,"6756,CT5.1,ENSG00000126752.7,Q16384,SSX1"
SSX2,"synovial sarcoma, X breakpoint 2",6757,X:52696896-52707161,1,,11.22,yes,,synovial sarcoma,,,M,Dom,"oncogene, fusion",T,SS18,,,"6757,CT5.2a,ENSG00000241476.8,HD21,HOM-MEL-40,MGC119055,MGC15364,MGC3884,Q16385,SSX,SSX2"
SSX4,"synovial sarcoma, X breakpoint 4",6759,X:48383527-48393347,1,,11.23,yes,,synovial sarcoma,,,M,Dom,"oncogene, fusion",T,SS18,,,"6759,CT5.4,ENSG00000268009.5,O60224,SSX4"
STAG2,stromal antigen 2,10735,X:123960519-124101498,1,Yes,25,yes,,"bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms",,,"E, L, M, O",Rec,TSG,"Mis, N, F, S",,,,"10735,ENSG00000101972.18,Q8N3U4,SA-2,SA2,SCC3B,STAG2"
STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),6774,17:42313324-42388568,1,,21.2,yes,yes,T-cell large granular lymphocytic leukaemia,paediatric large granular lymphocytic leukaemia,,L,Dom,oncogene,"Mis,O",,yes,IPEX-like syndrome,"6774,APRF,ENSG00000168610.14,P40763,STAT3"
STAT5B,signal transducer and activator of transcription 5B,6777,17:42199168-42276406,1,,21.2,yes,,"large granular lymphocytic leukaemia, skin basal cell, APL",,,"L, E",Dom,"oncogene, TSG, fusion","Mis, O, T",RARA,yes,IPEX-like syndrome,"6777,ENSG00000173757.9,P51692,STAT5B"
STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced",6778,12:57095408-57111433,1,,13.3,yes,,"solitary fibrous tumour, meningeal haemangiopericytoma",,,"M, O",Dom,"oncogene, fusion",T,NAB2,,,"6778,D12S1644,ENSG00000166888.11,IL-4-STAT,P42226,STAT6"
STIL,SCL/TAL1 interrupting locus,6491,1:47250142-47314140,1,,33,yes,,T-ALL,,,L,Dom,"oncogene, fusion",T,TAL1,,,"6491,ENSG00000123473.15,MCPH7,Q15468,SIL,STIL"
STK11,serine/threonine kinase 11 gene (LKB1),6794,19:1206464-1228435,1,,13.3,yes,yes,"NSCLC, pancreatic","jejunal hamartoma, ovarian, testicular, pancreatic",Peutz-Jeghers syndrome,"E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"6794,ENSG00000118046.14,LKB1,PJS,Q15831,STK11"
STRN,"striatin, calmodulin binding protein",6801,2:36843640-36966472,1,,22.2,yes,,"anaplastic thyroid, papillary thyroid, lung",,,E,Dom,fusion,T,ALK,,,"6801,ENSG00000115808.11,O43815,PPP2R6A,STRN,STRN1"
SUFU,suppressor of fused homolog (Drosophila),51684,10:102503987-102633535,1,,24.32,yes,yes,medulloblastoma,medulloblastoma,medulloblastoma predisposition,O,Rec,TSG,"D, F, S",,,,"51684,ENSG00000107882.11,PRO1280,Q9UMX1,SUFU,SUFUH,SUFUXL"
SUZ12,suppressor of zeste 12 homolog (Drosophila),23512,17:31937018-32001045,1,Yes,11.2,yes,,endometrial stromal tumour,,,M,Dom,"oncogene, TSG, fusion",T,JAZF1,,,"23512,CHET9,ENSG00000178691.10,JJAZ1,KIAA0160,Q15022,SUZ12"
SYK,spleen tyrosine kinase,6850,9:90801787-90898549,1,,22.2,yes,,"MDS, peripheral T-cell lymphoma",,,L,Dom,"oncogene, fusion",T,"ETV6, ITK",,,"6850,ENSG00000165025.14,P43405,SYK"
TAF15,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa",8148,17:35809455-35847242,1,,12,yes,,"extraskeletal myxoid chondrosarcoma, ALL",,,"L, M",Dom,"oncogene, fusion",T,"NR4A3, CHN1, ZNF384",,,"8148,ENSG00000270647.5,Npl3,Q92804,RBP56,TAF15,TAF2N,hTAFII68"
TAL1,T-cell acute lymphocytic leukemia 1 (SCL),6886,1:47216292-47229771,1,,33,yes,,lymphoblastic leukaemia/biphasic,,,L,Dom,"oncogene, fusion",T,"TRD, STIL",,,"6886,ENSG00000162367.11,P17542,SCL,TAL1,TCL5,bHLHa17"
TAL2,T-cell acute lymphocytic leukemia 2,6887,9:105662457-105663112,1,,31.2,yes,,T-ALL,,,L,Dom,"oncogene, fusion",T,TRB,,,"6887,ENSG00000186051.6,Q16559,TAL2,bHLHa19"
TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,79718,3:177019355-177196478,1,Yes,26.32,yes,,"splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma",,,"L, E, M",Rec,"oncogene, TSG, fusion","F, Mis",,,,"79718,C21,DC42,ENSG00000177565.16,FLJ12894,IRA1,Q9BZK7,TBL1XR1,TBLR1"
TBX3,T-box 3,6926,12:114670255-114683590,1,,24.21,yes,,"breast, large intestine, skin",,,E,Dom,"oncogene, TSG","Mis, N, F, O",,yes,ulnar-mammary syndrome,"6926,ENSG00000135111.15,O15119,TBX3,TBX3-ISO,UMS,XHL"
TCEA1,"transcription elongation factor A (SII), 1",6917,8:53966556-54022529,1,,11.23,yes,,salivary adenoma,,,E,Dom,fusion,T,PLAG1,,,"6917,ENSG00000187735.13,GTF2S,P23193,SII,TCEA,TCEA1,TF2S,TFIIS"
TCF12,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)",6938,15:56918623-57288514,1,,21.3,yes,,extraskeletal myxoid chondrosarcoma,,,M,Dom,fusion,T,NR4A3,,,"6938,ENSG00000140262.17,HEB,HTF4,HsT17266,Q99081,TCF12,bHLHb20,p64"
TCF3,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),6929,19:1609290-1652329,1,,13.3,yes,,pre B-ALL,,,L,Dom,"oncogene, TSG, fusion",T,"PBX1, HLF, TFPT",,,"6929,E2A,E47,ENSG00000071564.14,ITF1,MGC129647,MGC129648,P15923,TCF3,VDIR,bHLHb21,p75"
TCF7L2,transcription factor 7-like 2,6934,10:112950407-113167493,1,Yes,25.3,yes,,colorectal,,,E,Dom,"oncogene, fusion",T,VTI1A,,,"6934,ENSG00000148737.16,Q9NQB0,TCF-4,TCF4,TCF7L2"
TCL1A,T-cell leukemia/lymphoma 1A,8115,14:95709968-95714196,1,Yes,32.13,yes,,T-CLL,,,L,Dom,"oncogene, fusion",T,TRA,,,"8115,ENSG00000100721.10,P56279,TCL1,TCL1A"
TENT5C,Terminal nucleotidyltransferase 5C,54855,1:117605934-117628372,1,,12,yes,,MM,,,L,Rec,TSG,"Mis, F, O",,,,"54855,ENSG00000183508.4,FAM46C,FLJ20202,Q5VWP2,TENT5C"
TERT,telomerase reverse transcriptase,7015,5:1253167-1295047,1,Yes,15.33,yes,yes,"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types",melanoma,,"E, O",Dom,"oncogene, TSG",Promoter Mis,,yes,"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1","7015,ENSG00000164362.18,EST2,O14746,TCS1,TERT,TP2,TRT,hEST2"
TET1,tet methylcytosine dioxygenase 1,80312,10:68560656-68694482,1,Yes,21.3,yes,,AML,,,L,Dom,"oncogene, TSG, fusion",T,KMT2A,,,"80312,CXXC6,ENSG00000138336.8,KIAA1676,LCX,Q8NFU7,TET1,bA119F7.1"
TET2,tet oncogene family member 2,54790,4:105146293-105279816,1,Yes,24,yes,,MDS,,,L,Rec,TSG,"Mis, N, F",,,,"54790,ENSG00000168769.13,FLJ20032,KIAA1546,Q6N021,TET2"
TFE3,transcription factor binding to IGHM enhancer 3,7030,X:49028731-49043486,1,Yes,11.23,yes,,"papillary renal, alveolar soft part sarcoma, renal",,,E,Dom,"oncogene, fusion",T,"SFPQ, ASPSCR1, PRCC, NONO, CLTC",,,"7030,ENSG00000068323.16,P19532,TFE3,TFEA,bHLHe33"
TFEB,transcription factor EB,7942,6:41683978-41736259,1,,21.1,yes,,renal cell carcinoma (childhood epithelioid),,,"E,M",Dom,"oncogene, fusion",T,ALPHA,,,"7942,ENSG00000112561.17,TCFEB,TFEB,bHLHe35"
TFG,TRK-fused gene,10342,3:100709425-100748966,1,,12.2,yes,,"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma",,,"E, L, M",Dom,fusion,T,"NTRK1, ALK, NR4A3",,,"10342,ENSG00000114354.13,FLJ36137,Q92734,SPG57,TF6,TFG"
TGFBR2,transforming growth factor beta receptor II,7048,3:30606601-30694142,1,Yes,24.1,yes,yes,"head and neck, colorectal",colorectal,Hereditary Nonpolyposis Colorectal Cancer type 6,E,Rec,TSG,"Mis, F, N",,yes,Loeys-Dietz syndrome 2,"7048,ENSG00000163513.17,MFS2,P37173,TBR-ii,TBRII,TGFBR2"
TLX1,"T-cell leukemia, homeobox 1 (HOX11)",3195,10:101130505-101137789,1,,24.31,yes,,T-ALL,,,L,Dom,"oncogene, fusion",T,"TRB, TRD",,,"3195,ENSG00000107807.12,HOX11,P31314,TCL3,TLX1"
TLX3,"T-cell leukemia, homeobox 3 (HOX11L2)",30012,5:171309284-171312134,1,,35.1,yes,,T-ALL,,,L,Dom,"oncogene, fusion",T,BCL11B,,,"30012,ENSG00000164438.5,HOX11L2,O43711,RNX,TLX3"
TMEM127,transmembrane protein 127,55654,2:96248516-96265994,1,,11.2,,yes,,"pheochromocytoma, renal cell carcinoma",,"O, E",Rec,TSG,"F, N",,,,"55654,ENSG00000135956.8,FLJ20507,FLJ22257,O75204,TMEM127"
TMPRSS2,"transmembrane protease, serine 2",7113,21:41464553-41508065,1,Yes,22.3,yes,,prostate,,,E,Dom,fusion,T,"ERG, ETV1, ETV4, ETV5",,,"7113,ENSG00000184012.11,O15393,PRSS10,TMPRSS2"
TNFAIP3,"tumor necrosis factor, alpha-induced protein 3",7128,6:137867188-137883311,1,Yes,23.3,yes,,"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL",,,L,Rec,TSG,"D, N, F",,,,"7128,A20,ENSG00000118503.14,OTUD7C,P21580,TNFAIP3"
TNFRSF14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",8764,1:2556366-2563829,1,,36.32,yes,,follicular lymphoma,,,L,Rec,TSG,"Mis, N, F",,,,"8764,ATAR,CD270,ENSG00000157873.17,HVEA,HVEM,LIGHTR,Q92956,TNFRSF14,TR2"
TNFRSF17,"tumor necrosis factor receptor superfamily, member 17",608,16:11965107-11968068,1,,13.13,yes,,intestinal T-cell lymphoma,,,L,Dom,"oncogene, fusion",T,IL2,,,"608,BCM,BCMA,CD269,ENSG00000048462.10,Q02223,TNFRSF13A,TNFRSF17"
TOP1,topoisomerase (DNA) I,7150,20:41028818-41124487,1,,12,yes,,AML*,,,L,Dom,fusion,T,NUP98,,,"7150,ENSG00000198900.5,P11387,TOP1"
TP53,tumor protein p53,7157,17:7668402-7687538,1,Yes,13.1,yes,yes,"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types","breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types",Li-Fraumeni syndrome,"L, E, M, O",Rec,"oncogene, TSG, fusion","Mis, N, F, T",NTRK1,,,"7157,ENSG00000141510.16,LFS1,P04637,TP53,p53"
TP63,tumor protein p63,8626,3:189631427-189897279,1,Yes,28,yes,yes,"HNSCC, DLBCL",NSCLC,,E,,"oncogene, TSG","Mis, N, T",TBL1XR1,yes,"associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation","8626,EEC3,ENSG00000073282.12,KET,NBP,OFC8,Q9H3D4,SHFM4,TP53CP,TP53L,TP63,TP73L,p51,p53CP,p63,p73H,p73L"
TPM3,tropomyosin 3,7170,1:154167465-154192211,1,,21.3,yes,,"papillary thyroid, ALCL, NSCLC, Spitzoid tumour",,,"E, L",Dom,"TSG, fusion",T,"NTRK1, ALK, ROS1",,,"7170,ENSG00000143549.19,NEM1,P06753,TPM3,TRK"
TPM4,tropomyosin 4,7171,19:16067538-16102943,1,,13.12,yes,,ALCL,,,L,Dom,fusion,T,ALK,,,"7171,ENSG00000167460.15,TPM4"
TPR,translocated promoter region,7175,1:186311652-186375325,1,,31.1,yes,,"papillary thyroid, NSCLC",,,E,Dom,fusion,T,"NTRK1, ALK",,,"7175,ENSG00000047410.13,P12270,TPR"
TRA,T cell receptor alpha locus,6955,14:-,1,,11.2,yes,,T-ALL,,,L,Dom,fusion,T,"ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6",,,
TRAF7,tumour necrosis factor receptor-associated factor 7,84231,16:2155765-2178129,1,Yes,13.3,yes,,meningioma,,,O,Dom,TSG,Mis,,,,"84231,DKFZp586I021,ENSG00000131653.12,MGC7807,Q6Q0C0,RFWD1,RNF119,TRAF7"
TRB,T cell receptor beta locus,6957,7:-,1,,34,yes,,T-ALL,,,L,Dom,fusion,T,"HOX11, LCK, NOTCH1, TAL2, LYL1",,,
TRD,T cell receptor delta locus,6964,14:-,1,,11.2,yes,,T-cell leukaemia,,,L,Dom,fusion,T,"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17",,,
TRIM24,tripartite motif containing 24,8805,7:138460334-138589993,1,,34,yes,,APL,,,L,Dom,"oncogene, TSG, fusion",T,RARA,,,"8805,ENSG00000122779.17,O15164,RNF82,TIF1,TIF1A,TRIM24,Tif1a,hTIF1"
TRIM27,tripartite motif-containing 27,5987,6:28903002-28923989,1,,22.1,yes,,papillary thyroid,,,E,Dom,"oncogene, fusion",T,RET,,,"5987,ENSG00000204713.10,P14373,RFP,RNF76,TRIM27"
TRIM33,"tripartite motif-containing 33 (PTC7,TIF1G)",51592,1:114392777-114511160,1,,13.2,yes,,papillary thyroid,,,E,Dom,"TSG, fusion",T,RET,,,"51592,ENSG00000197323.11,FLJ11429,KIAA1113,PTC7,Q9UPN9,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA,TRIM33"
TRIP11,thyroid hormone receptor interactor 11,9321,14:91965991-92040059,1,,32.12,yes,,AML,,,L,Dom,fusion,T,PDGFRB,,,"9321,CEV14,ENSG00000100815.12,GMAP-210,GMAP210,Q15643,TRIP11,Trip230"
TRRAP,transformation/transcription domain-associated protein,8295,7:98878490-99013243,1,,22.1,yes,,melanoma,,,E,Dom,oncogene,Mis,,,,"8295,ENSG00000196367.13,PAF400,Q9Y4A5,TR-AP,TRRAP,Tra1"
TSC1,tuberous sclerosis 1 gene,7248,9:132891348-132944633,1,,34.13,yes,yes,"renal cell carcinoma, bladder carcinoma","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 1,"E, O",Rec,TSG,"D, Mis, N, F, S",,,,"7248,ENSG00000165699.14,KIAA0243,LAM,Q92574,TSC,TSC1,hamartin"
TSC2,tuberous sclerosis 2 gene,7249,16:2047465-2088720,1,,13.3,yes,yes,"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 2,"E, O",Rec,TSG,"D, Mis, N, F, S",,,,"7249,ENSG00000103197.17,LAM,P49815,PPP1R160,TSC2,TSC4,tuberin"
TSHR,thyroid stimulating hormone receptor,7253,14:80955043-81146302,1,,31.1,yes,yes,toxic thyroid adenoma,thyroid adenoma,,E,Dom,oncogene,Mis,,yes,"Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism","7253,ENSG00000165409.17,LGR3,TSHR"
U2AF1,U2 small nuclear RNA auxiliary factor 1,7307,21:43092956-43107587,1,,22.3,yes,,"CLL, MDS",,,L,Dom,oncogene,Mis,,,,"7307,ENSG00000160201.11,Q01081,RN,RNU2AF1,U2AF1,U2AF35,U2AFBP"
UBR5,ubiquitin protein ligase E3 component n-recognin 5,51366,8:102253012-102412841,1,Yes,22.3,yes,,"mantle cell lymphoma, gastric, colorectal",,,"L, E",Rec,oncogene,"F, N, Mis, S",,,,"51366,DD5,EDD,EDD1,ENSG00000104517.12,HYD,KIAA0896,O95071,UBR5"
USP6,ubiquitin specific peptidase 6 (Tre-2 oncogene),9098,17:5116438-5174991,1,,13.2,yes,,aneurysmal bone cyst,,,M,Dom,"oncogene, fusion",T,"COL1A1, CDH11, CNBP, OMD, THRAP3",,,"9098,ENSG00000129204.16,HRP1,P35125,TRE17,TRESMCR,Tre-2,Tre2,USP6"
USP8,ubiquitin specific peptidase 8,9101,15:50424382-50514419,1,Yes,21.2,yes,,corticotroph adenoma,,,E,Dom,oncogene,"Mis, N",,,,"9101,ENSG00000138592.13,HumORF8,KIAA0055,P40818,SPG59,UBPY,USP8"
VHL,von Hippel-Lindau syndrome gene,7428,3:10141008-10152220,1,Yes,25.3,yes,yes,"renal, haemangioma, pheochromocytoma","renal, haemangioma, pheochromocytoma",Von Hippel-Lindau syndrome,"E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"7428,ENSG00000134086.7,P40337,VHL,VHL1"
WAS,Wiskott-Aldrich syndrome,7454,X:48683779-48691427,1,Yes,11.23,,yes,,lymphoma,Wiskott-Aldrich syndrome,L,Rec/X,oncogene,"Mis, N, F, S",,,,"7454,ENSG00000015285.10,IMD2,P42768,THC,WAS,WASP,WASPA"
WDCP,chromosome 2 open reading frame 44,80304,2:24029340-24047353,1,,23.3,yes,,colorectal,,,E,Dom,fusion,T,ALK,,,"80304,C2orf44,ENSG00000163026.11,FLJ21945,MMAP,Q9H6R7,WDCP"
WIF1,WNT inhibitory factor 1,11197,12:65050626-65121566,1,Yes,14.3,yes,,pleomorphic salivary gland adenoma,,,E,Dom,"TSG, fusion",T,HMGA2,,,"11197,ENSG00000156076.9,Q9Y5W5,WIF1"
WRN,Werner syndrome (RECQL2),7486,8:31033801-31173769,1,,12,,yes,,"osteosarcoma, meningioma, other tumour types",Werner syndrome,"L, E, M, O",Rec,TSG,"Mis, N, F, S",,,,"7486,ENSG00000165392.9,Q14191,RECQ3,RECQL2,WRN"
WT1,Wilms tumour 1 gene,7490,11:32387775-32435630,1,,13,yes,yes,"Wilms tumour, desmoplastic small round cell tumour",Wilms tumour,"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour",O,Rec,"oncogene, TSG, fusion","D, Mis, N, F, S, T",EWSR1,,,"7490,AWT1,ENSG00000184937.13,GUD,NPHS4,WAGR,WIT-2,WT1"
WWTR1,WW domain containing transcription regulator 1,25937,3:149517235-149703273,1,,25.1,yes,,epithelioid haemangioendothelioma,,,M,Dom,"oncogene, fusion",T,CAMTA1,,,"25937,DKFZp586I1419,ENSG00000018408.14,Q9GZV5,TAZ,WWTR1"
XPA,"xeroderma pigmentosum, complementation group A",7507,9:97674909-97697357,1,,22.33,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (A),E,Rec,TSG,"Mis, N, F, S",,,,"7507,ENSG00000136936.10,P23025,XP1,XPA,XPAC"
XPC,"xeroderma pigmentosum, complementation group C",7508,3:14145147-14178783,1,,25.1,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (C),E,Rec,TSG,"Mis, N, F, S",,,,"7508,ENSG00000154767.14,Q01831,RAD4,XPC,XPCC"
XPO1,"exportin 1 (CRM1 homolog, yeast)",7514,2:61477849-61538283,1,Yes,15,yes,,CLL,,,L,Dom,oncogene,Mis,,,,"7514,CRM1,ENSG00000082898.16,O14980,XPO1,emb"
YWHAE,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)",7531,17:1344272-1400378,1,,13.3,yes,,endometrial stromal sarcoma,,,M,Dom,"TSG, fusion",T,"NUTM2A, NUTM2B",yes,Miller-Dieker lissencephaly syndrome,"7531,ENSG00000108953.16,FLJ45465,P62258,YWHAE"
ZBTB16,zinc finger and BTB domain containing 16,7704,11:114059593-114250676,1,Yes,23.2,yes,,APL,,,L,Dom,"TSG, fusion",T,RARA,,,"7704,ENSG00000109906.13,PLZF,Q05516,ZBTB16,ZNF145"
ZFHX3,zinc finger homeobox 3,463,16:72782885-73891871,1,Yes,22.3,yes,,"endometrial, gastric, prostate",,,E,Dom,TSG,"Mis, N",,,,"463,ATBF1,ENSG00000140836.16,Q15911,ZFHX3,ZNF927"
ZMYM2,zinc finger protein 198,7750,13:19958670-20091829,1,,12.11,yes,,"MPN, NHL",,,L,Dom,fusion,T,FGFR1,,,"7750,ENSG00000121741.16,FIM,MYM,Q9UBW7,RAMP,ZMYM2,ZNF198"
ZNF331,zinc finger protein 331,55422,19:53521024-53580269,1,,13.42,yes,,follicular thyroid adenoma,,,E,Dom,"TSG, fusion",T,?,,,"55422,ENSG00000130844.16,Q9NQX6,RITA,ZNF331,ZNF361,ZNF463"
ZNF384,zinc finger protein 384 (CIZ/NMP4),171017,12:6666648-6689510,1,,13.31,yes,,ALL,,,L,Dom,fusion,T,"EWSR1, TAF15",,,"171017,CAGH1A,CIZ,ENSG00000126746.17,NMP4,NP,Q8TF68,TNRC1,ZNF384"
ZNF521,zinc finger protein 521,25925,18:25061926-25352152,1,,11.2,yes,,ALL,,,L,Dom,"oncogene, fusion",T,PAX5,,,"25925,EHZF,ENSG00000198795.10,Evi3,Q96K83,ZNF521"
ZRSR2,"zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2",8233,X:15790472-15823260,1,Yes,22.2,yes,,"MDS, CLL",,,L,Rec,TSG,"F, S, Mis",,,,"8233,ENSG00000169249.12,Q15696,U2AF1-RS2,U2AF1L2,URP,ZC3H22,ZRSR2"
